Keyword,Page URL,LOCKED,Status,Action,Clicks,Position,Match Score,AI Score,Is Winner,Source
home decor write for us,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,PENDING,KEEP,1489,2.8,50%,72.2,YES,
home decor write for us,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,50%,70.7,NO,
home decor write for us,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,50%,70,NO,
home decor write for us,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,LINK,538,5.8,50%,69.2,NO,
home decor write for us,https://aboutwallart.com/pages/write-for-us,,PENDING,LINK,496,11.1,50%,63.9,NO,
pictures for bedroom,https://aboutwallart.com/collections/framed-wall-pictures-for-living-room,,PENDING,KEEP,198,7.8,67%,75.5,YES,
pictures for bedroom,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/creating-a-retreat-with-black-and-white-wall-art-for-bedroom,,PENDING,LINK,36,7.5,67%,56.6,NO,
pictures for bedroom,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-to-choose-art-for-bedrooms,,PENDING,LINK,28,6,67%,55.7,NO,
pictures for bedroom,https://aboutwallart.com/products/large-frames-for-pictures-in-sizes-a4-a3-a2-20x30-in,,PENDING,LINK,21,5.2,67%,54.4,NO,
pictures for bedroom,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-i-used-canvas-pictures-for-living-rooms,,PENDING,LINK,20,9,67%,50.3,NO,
masculine home decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,PENDING,KEEP,1489,2.8,67%,80.5,YES,
masculine home decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,67%,79.1,NO,
masculine home decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,67%,78.3,NO,
masculine home decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,LINK,538,5.8,67%,77.5,NO,
masculine home decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,PENDING,LINK,299,6.4,67%,77,NO,
wall art for office at work,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,KEEP,1362,4.3,60%,75.7,YES,
wall art for office at work,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,LINK,242,5.3,60%,74.7,NO,
wall art for office at work,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,LINK,538,5.8,60%,74.2,NO,
wall art for office at work,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,PENDING,LINK,288,6.4,60%,73.6,NO,
wall art for office at work,https://aboutwallart.com/pages/write-for-us,,PENDING,LINK,496,11.1,60%,68.9,NO,
wall art for grey walls,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,KEEP,728,5,80%,85,YES,
wall art for grey walls,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,60%,75.7,NO,
wall art for grey walls,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,LINK,242,5.3,60%,74.7,NO,
wall art for grey walls,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,PENDING,LINK,288,6.4,60%,73.6,NO,
wall art for grey walls,https://aboutwallart.com/pages/write-for-us,,PENDING,LINK,496,11.1,60%,68.9,NO,
3 5 7 rule interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,PENDING,KEEP,299,6.4,67%,77,YES,
3 5 7 rule interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/understanding-art-in-interior-design,,PENDING,LINK,34,10,67%,53.5,NO,
3 5 7 rule interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/kitchen-wall-art-expert-interior-design-tips-trends-2026,,PENDING,LINK,15,5.9,67%,51.9,NO,
3 5 7 rule interior design,https://aboutwallart.com/products/japandi-interior-design-set-of-3-wall-art-prints,,PENDING,LINK,7,6.5,67%,48.9,NO,
3 5 7 rule interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-to-use-color-psychology-in-interior-design,,PENDING,LINK,14,13,67%,44.5,NO,
3-5-7 rule in interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,PENDING,KEEP,1489,2.8,50%,72.2,YES,
3-5-7 rule in interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,PENDING,LINK,299,6.4,50%,68.6,NO,
3-5-7 rule in interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/understanding-art-in-interior-design,,PENDING,LINK,34,10,50%,45.2,NO,
3-5-7 rule in interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/kitchen-wall-art-expert-interior-design-tips-trends-2026,,PENDING,LINK,15,5.9,50%,43.6,NO,
3-5-7 rule in interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-to-use-color-psychology-in-interior-design,,PENDING,LINK,14,13,50%,36.2,NO,
write for us home design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,KEEP,242,5.3,50%,69.7,YES,
write for us home design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,PENDING,LINK,299,6.4,50%,68.6,NO,
write for us home design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,PENDING,LINK,288,6.4,50%,68.6,NO,
write for us home design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,PENDING,LINK,225,8.4,50%,66.6,NO,
write for us home design,https://aboutwallart.com/pages/write-for-us,,PENDING,LINK,496,11.1,50%,63.9,NO,
framed wall art for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,KEEP,242,5.3,67%,78,YES,
framed wall art for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,PENDING,LINK,225,8.4,67%,74.9,NO,
framed wall art for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,LINK,538,5.8,50%,69.2,NO,
framed wall art for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,PENDING,LINK,288,6.4,50%,68.6,NO,
framed wall art for living room,https://aboutwallart.com/pages/write-for-us,,PENDING,LINK,496,11.1,50%,63.9,NO,
what colours go with grey,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,KEEP,728,5,75%,82.5,YES,
what colours go with grey,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-to-decorate-with-greige-colours-the-blend-of-grey-beige,,PENDING,LINK,21,8.8,75%,55,NO,
what colours go with grey,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-to-do-when-your-home-lacks-natural-light-decorate-with-living-room-wall-hangings,,PENDING,LINK,30,8.4,50%,45.6,NO,
what colours go with grey,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-to-add-personality-with-nursery-colours,,PENDING,LINK,15,9,50%,40.5,NO,
what colours go with grey,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/colors-that-go-with-grey-perfect-combinations-for-home-decor,,PENDING,LINK,12,13.1,50%,35.6,NO,
set of 3 wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,PENDING,KEEP,1489,2.8,67%,80.5,YES,
set of 3 wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,67%,79.1,NO,
set of 3 wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,67%,78.3,NO,
set of 3 wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,LINK,538,5.8,67%,77.5,NO,
set of 3 wall art,https://aboutwallart.com/pages/write-for-us,,PENDING,LINK,496,11.1,67%,72.2,NO,
colours that go with grey,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,KEEP,728,5,50%,70,YES,
colours that go with grey,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/decor-for-nursery-wall-that-stimulates-without-overwhelming,,PENDING,LINK,76,7.8,50%,60,NO,
colours that go with grey,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-to-decorate-with-greige-colours-the-blend-of-grey-beige,,PENDING,LINK,21,8.8,75%,55,NO,
colours that go with grey,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/colors-that-go-with-grey-perfect-combinations-for-home-decor,,PENDING,LINK,12,13.1,75%,48.1,NO,
colours that go with grey,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-to-add-personality-with-nursery-colours,,PENDING,LINK,15,9,50%,40.5,NO,
what colours go with grey walls,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,KEEP,728,5,80%,85,YES,
what colours go with grey walls,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-to-decorate-with-greige-colours-the-blend-of-grey-beige,,PENDING,LINK,21,8.8,60%,47.5,NO,
professional office wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,PENDING,KEEP,1489,2.8,50%,72.2,YES,
professional office wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,50%,70.7,NO,
professional office wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,50%,70,NO,
professional office wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,LINK,538,5.8,50%,69.2,NO,
professional office wall art,https://aboutwallart.com/pages/write-for-us,,PENDING,LINK,496,11.1,50%,63.9,NO,
studio apartment design ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/small-studio-apartment-decor-10-genius-tips-and-hacks,,PENDING,KEEP,98,7.2,50%,67.2,YES,
studio apartment design ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/designing-a-kids-playroom-childrens-playroom-ideas,,PENDING,LINK,31,8.2,50%,46.1,NO,
studio apartment design ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/art-moderne-home-decor-streamlined-1930s-inspired-design-ideas-1,,PENDING,LINK,26,8.9,50%,43.8,NO,
studio apartment design ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/creative-office-wall-design-ideas-to-inspire-productivity,,PENDING,LINK,18,9.1,50%,41.3,NO,
studio apartment design ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/never-too-small-wall-decoration-office-ideas-for-apartments,,PENDING,LINK,7,7.3,50%,39.8,NO,
picture for living room,https://aboutwallart.com/collections/framed-wall-pictures-for-living-room,,PENDING,KEEP,198,7.8,100%,92.2,YES,
picture for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,LINK,242,5.3,50%,69.7,NO,
picture for living room,https://aboutwallart.com/products/floral-large-wall-prints-for-a-living-room-set-of-3-wall-art-prints,,PENDING,LINK,64,9.1,75%,67.6,NO,
picture for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,PENDING,LINK,225,8.4,50%,66.6,NO,
picture for living room,https://aboutwallart.com/products/large-living-room-pictures-set-of-3-wall-art-prints,,PENDING,LINK,47,6.6,75%,65,NO,
does beige go with grey,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,50%,70.7,YES,
does beige go with grey,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,50%,70,NO,
does beige go with grey,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-to-decorate-with-greige-colours-the-blend-of-grey-beige,,PENDING,LINK,21,8.8,75%,55,NO,
does beige go with grey,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/colors-that-go-with-grey-perfect-combinations-for-home-decor,,PENDING,LINK,12,13.1,50%,35.6,NO,
bathroom artwork ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,KEEP,242,5.3,67%,78,YES,
bathroom artwork ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/decorating-above-toilet-stylish-ideas-to-elevate-your-bathroom,,PENDING,LINK,139,6.5,67%,76.8,NO,
bathroom artwork ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,PENDING,LINK,225,8.4,67%,74.9,NO,
bathroom artwork ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-wall-decor-ideas-for-spa-like-spaces,,PENDING,LINK,26,8.1,67%,53.1,NO,
bathroom artwork ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-powder-room-bathroom-decorating-ideas-to-elevate-your-space,,PENDING,LINK,19,8.3,67%,50.8,NO,
fireplace art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,PENDING,KEEP,1489,2.8,50%,72.2,YES,
fireplace art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,50%,70.7,NO,
fireplace art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,50%,70,NO,
fireplace art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,LINK,538,5.8,50%,69.2,NO,
fireplace art,https://aboutwallart.com/pages/write-for-us,,PENDING,LINK,496,11.1,50%,63.9,NO,
art for above fireplace,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,KEEP,242,5.3,50%,69.7,YES,
art for above fireplace,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,,PENDING,LINK,213,5.7,50%,69.3,NO,
art for above fireplace,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,PENDING,LINK,288,6.4,50%,68.6,NO,
art for above fireplace,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,PENDING,LINK,225,8.4,50%,66.6,NO,
art for above fireplace,https://aboutwallart.com/pages/write-for-us,,PENDING,LINK,496,11.1,50%,63.9,NO,
framed botanical prints set of 3,https://aboutwallart.com/products/bedroom-framed-prints-set-of-3-wall-art-prints,,PENDING,KEEP,45,6.5,75%,64.5,YES,
framed botanical prints set of 3,https://aboutwallart.com/products/floral-large-wall-prints-for-a-living-room-set-of-3-wall-art-prints,,PENDING,LINK,64,9.1,50%,55.1,NO,
framed botanical prints set of 3,https://aboutwallart.com/products/3-pictures-above-bed-set-of-3-framed-wall-art,,PENDING,LINK,48,4.7,50%,54.7,NO,
framed botanical prints set of 3,https://aboutwallart.com/products/large-living-room-pictures-set-of-3-wall-art-prints,,PENDING,LINK,47,6.6,50%,52.5,NO,
framed botanical prints set of 3,https://aboutwallart.com/products/wall-art-for-large-living-room-wall-set-of-3-floral-wall-art-prints,,PENDING,LINK,30,8.2,50%,45.8,NO,
wall art trends 2026,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,PENDING,KEEP,1489,2.8,50%,72.2,YES,
wall art trends 2026,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,50%,70.7,NO,
wall art trends 2026,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,50%,70,NO,
wall art trends 2026,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,LINK,538,5.8,50%,69.2,NO,
wall art trends 2026,https://aboutwallart.com/pages/write-for-us,,PENDING,LINK,496,11.1,50%,63.9,NO,
waterproof bathroom art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,KEEP,242,5.3,67%,78,YES,
waterproof bathroom art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/decorating-above-toilet-stylish-ideas-to-elevate-your-bathroom,,PENDING,LINK,139,6.5,67%,76.8,NO,
