No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL
268,matching paintings,1300,7,60,$1.28,82,24,https://abstracthouse.com/collections/set-of-two-prints
269,large wall prints,1300,15,9,$0.80,100,53,https://abstracthouse.com/collections/extra-large-wall-art
270,wall art lounge room,1300,33,2,$0.49,100,47,https://abstracthouse.com/collections/art-for-your-living-room
271,wall art for a dining room,1000,71,2,$0.53,100,32,https://abstracthouse.com/blogs/inspiration/art-for-your-dining-room-2021
272,pictures sizes in cm,1300,13,19,$0.20,77,41,https://abstracthouse.com/blogs/how-to-guides/photo-frame-size-guide-what-size-picture-frame-do-i-need
273,drawings art,1300,19,6,$1.11,49,39,https://abstracthouse.com/collections/line-art
274,hang artwork without nails,1300,32,2,$0.33,100,32,https://abstracthouse.com/blogs/inspiration/how-to-hang-a-gallery-wall-without-nails
275,frame sizes uk,1300,39,2,$0.25,100,37,https://abstracthouse.com/blogs/how-to-guides/photo-frame-size-guide-what-size-picture-frame-do-i-need
276,what is abstract artwork,1300,16,14,$0.13,18,64,https://abstracthouse.com/blogs/inspiration/what-is-abstract-art-a-comprehensive-guide
277,picture of canvas,1300,86,2,$4.05,100,65,https://abstracthouse.com/collections/canvas-prints
278,colourful artwork,1300,29,2,$0.70,100,27,https://abstracthouse.com/collections/bright-and-colourful-wall-art
279,framed painting canvas,1300,11,43,$0.62,100,35,https://abstracthouse.com/collections/canvas-prints
280,hanging a frame without nails,1600,61,2,$0.41,100,26,https://abstracthouse.com/blogs/inspiration/how-to-hang-a-gallery-wall-without-nails
281,what is abstract art paintings,1300,15,11,$0.13,18,57,https://abstracthouse.com/blogs/art-101/what-is-abstract-art
282,wall living room art,1300,10,25,$0.49,100,50,https://abstracthouse.com/collections/art-for-your-living-room
283,photo sizes in cm,1300,20,5,$0.55,86,25,https://abstracthouse.com/blogs/how-to-guides/photo-frame-size-guide-what-size-picture-frame-do-i-need
284,blue paintings for bedroom,1300,78,2,$0.30,100,24,https://abstracthouse.com/collections/blue-wall-art
285,lounge room wall art,14800,23,5,$0.64,100,33,https://abstracthouse.com/collections/art-for-your-living-room
286,hanging photo frames without nails,1300,44,2,$0.36,100,21,https://abstracthouse.com/blogs/inspiration/how-to-hang-a-gallery-wall-without-nails
287,canvas prints framed,1300,23,4,$2.09,100,38,https://abstracthouse.com/collections/canvas-prints
288,abstract paintings ideas,1300,14,25,$0.28,100,40,https://abstracthouse.com/collections/abstract-art-prints
289,hanging pictures frames without nails,1300,48,2,$0.36,100,22,https://abstracthouse.com/blogs/inspiration/how-to-hang-a-gallery-wall-without-nails
290,canvas pictures with frame,1300,18,6,$2.49,100,36,https://abstracthouse.com/collections/canvas-prints
291,hang art without nails,1300,44,2,$0.33,100,33,https://abstracthouse.com/blogs/inspiration/how-to-hang-a-gallery-wall-without-nails
292,blue pictures,1300,38,2,$0.30,100,39,https://abstracthouse.com/collections/blue-wall-art
293,what is abstract paintings,1300,17,9,$0.13,18,65,https://abstracthouse.com/blogs/inspiration/what-is-abstract-art-a-comprehensive-guide
294,abstract landscape art,1300,47,2,$0.34,100,49,https://abstracthouse.com/collections/abstract-art-prints
295,abstract art ideas,1300,7,126,$0.17,100,53,https://abstracthouse.com/collections/abstract-art-prints
296,what are abstract paintings,1300,21,5,$0.13,18,60,https://abstracthouse.com/blogs/art-101/what-is-abstract-art
297,mid house,1300,23,5,$0.62,2,42,https://abstracthouse.com/blogs/inspiration/what-is-mid-century
298,canvas art prints online,1300,21,4,$5.24,100,57,https://abstracthouse.com/collections/canvas-prints
299,what is abstract art,1000,20,5,$0.31,20,62,https://abstracthouse.com/blogs/inspiration/what-is-abstract-art-a-comprehensive-guide
300,framed canvas prints,1300,22,3,$2.24,100,41,https://abstracthouse.com/collections/canvas-prints
301,photo hanging without nails,1300,45,2,$0.33,100,26,https://abstracthouse.com/blogs/inspiration/how-to-hang-a-gallery-wall-without-nails
302,hallway art,1300,44,2,$0.47,100,47,https://abstracthouse.com/collections/art-for-your-hallway
303,hanging pictures no nails,1300,47,2,$0.33,100,34,https://abstracthouse.com/blogs/inspiration/how-to-hang-a-gallery-wall-without-nails
304,hanging paintings without nails,1300,43,2,$0.33,100,24,https://abstracthouse.com/blogs/inspiration/how-to-hang-a-gallery-wall-without-nails
305,canvas prints frames,1300,22,3,$2.09,100,44,https://abstracthouse.com/collections/canvas-prints
306,hanging artwork without nails,1300,33,2,$0.36,100,22,https://abstracthouse.com/blogs/inspiration/how-to-hang-a-gallery-wall-without-nails
307,living room with wall art,1300,5,85,$0.49,100,46,https://abstracthouse.com/collections/art-for-your-living-room
308,picture frame hanging without nails,1300,39,2,$0.33,100,31,https://abstracthouse.com/blogs/inspiration/how-to-hang-a-gallery-wall-without-nails
309,abstract art landscape paintings,1300,61,2,$0.34,100,34,https://abstracthouse.com/collections/abstract-art-prints
310,hanging photo frame without nails,1300,24,5,$0.33,100,25,https://abstracthouse.com/blogs/inspiration/how-to-hang-a-gallery-wall-without-nails
311,hang photo frames without nails,1300,57,2,$0.36,100,24,https://abstracthouse.com/blogs/inspiration/how-to-hang-a-gallery-wall-without-nails
312,hang frames without nails,1300,42,2,$0.36,100,28,https://abstracthouse.com/blogs/inspiration/how-to-hang-a-gallery-wall-without-nails
313,abstract landscape art paintings,1300,67,2,$0.46,100,37,https://abstracthouse.com/collections/abstract-art-prints
314,art for lounge wall,1300,22,4,$0.56,100,36,https://abstracthouse.com/collections/art-for-your-living-room
315,art living room wall,14800,22,5,$0.64,100,45,https://abstracthouse.com/collections/art-for-your-living-room
316,picture sizes in cm,1300,23,4,$0.55,86,43,https://abstracthouse.com/blogs/how-to-guides/photo-frame-size-guide-what-size-picture-frame-do-i-need
317,artwork for a bedroom,1300,80,2,$0.84,100,38,https://abstracthouse.com/collections/art-for-your-bedroom
318,hanging frames without nails,1300,48,2,$0.38,100,30,https://abstracthouse.com/blogs/inspiration/how-to-hang-a-gallery-wall-without-nails
319,painting for wall,1300,19,6,$0.51,100,58,https://abstracthouse.com/
320,large print for wall,1300,12,14,$0.80,100,49,https://abstracthouse.com/collections/extra-large-wall-art
321,standard photo sizes cm,1300,16,9,$0.20,77,49,https://abstracthouse.com/blogs/how-to-guides/photo-frame-size-guide-what-size-picture-frame-do-i-need
322,what is abstract painting,1300,15,11,$0.13,18,66,https://abstracthouse.com/blogs/inspiration/what-is-abstract-art-a-comprehensive-guide
323,colourful artworks,1300,48,2,$0.53,100,15,https://abstracthouse.com/collections/bright-and-colourful-wall-art
324,hanging art without nails,1300,44,2,$0.36,100,32,https://abstracthouse.com/blogs/inspiration/how-to-hang-a-gallery-wall-without-nails
325,hang a frame without nails,1300,41,2,$0.33,100,27,https://abstracthouse.com/blogs/inspiration/how-to-hang-a-gallery-wall-without-nails
326,frame hanging without nails,1600,36,2,$0.41,100,27,https://abstracthouse.com/blogs/inspiration/how-to-hang-a-gallery-wall-without-nails
327,canvas pictures with frames,1000,85,2,$3.06,100,39,https://abstracthouse.com/collections/canvas-prints
328,colourful art,1300,57,2,$0.70,100,22,https://abstracthouse.com/collections/bright-and-colourful-wall-art
329,wall art for lounge rooms,1300,14,11,$0.54,100,37,https://abstracthouse.com/collections/art-for-your-living-room
330,60 cm x 40 cm frame,1300,50,2,$0.48,100,36,https://abstracthouse.com/blogs/how-to-guides/photo-frame-size-guide-what-size-picture-frame-do-i-need
331,extra large wall art,1000,6,65,$0.66,100,37,https://abstracthouse.com/collections/extra-large-wall-art
332,colourful wall art,1000,44,2,$0.56,100,21,https://abstracthouse.com/collections/bright-and-colourful-wall-art
333,green art,1000,20,4,$0.60,100,48,https://abstracthouse.com/collections/green-wall-art
334,wall art canvas frame,1000,52,2,$0.81,100,38,https://abstracthouse.com/collections/large-canvas-prints
335,pictures canvas,1000,74,2,$3.51,100,71,https://abstracthouse.com/collections/canvas-prints
336,paintings prints on canvas,1000,17,5,$1.37,100,52,https://abstracthouse.com/collections/canvas-prints
337,what size frame is a4,1000,31,2,$0.31,100,23,https://abstracthouse.com/blogs/how-to-guides/photo-frame-size-guide-what-size-picture-frame-do-i-need
338,black framed pictures,1000,31,2,$0.51,100,27,https://abstracthouse.com/collections/abstract-art-prints/black
339,framed art prints,1000,20,5,$1.54,100,51,https://abstracthouse.com/pages/art-prints-posters
340,framed art and prints,1000,19,5,$1.54,100,50,https://abstracthouse.com/pages/art-prints-posters
341,large pictures,1000,61,2,$0.65,100,60,https://abstracthouse.com/collections/large-canvas-prints
342,best painting for kitchen,1000,77,2,$0.50,100,48,https://abstracthouse.com/collections/art-for-your-kitchen
343,art canvas art prints,1000,19,5,$1.98,99,53,https://abstracthouse.com/collections/canvas-prints
344,portrait art abstract,1000,8,65,$0.29,84,42,https://abstracthouse.com/collections/abstract-art-prints
345,canvas wall art frame,1000,22,3,$0.69,100,47,https://abstracthouse.com/collections/canvas-prints
346,canvas printing art,1000,29,2,$0.98,100,55,https://abstracthouse.com/collections/canvas-prints
347,canvas print art,1000,2,162,$1.37,100,49,https://abstracthouse.com/collections/canvas-prints
348,oil paintings for sale,1000,43,2,$0.96,100,29,https://abstracthouse.com/collections/original-art
349,black painting wall,1000,22,4,$0.31,100,39,https://abstracthouse.com/collections/black-white-art-prints
350,art print modern,1000,15,7,$0.67,100,69,https://abstracthouse.com/collections/art-prints
351,abstract art portraits,1000,6,65,$0.29,84,32,https://abstracthouse.com/collections/abstract-art-prints
352,large canvas for art,1000,19,5,$0.98,100,53,https://abstracthouse.com/collections/large-canvas-prints
353,large art prints on canvas,1000,2,162,$0.98,100,36,https://abstracthouse.com/collections/large-canvas-prints
354,large print canvas art,1000,2,162,$0.98,100,46,https://abstracthouse.com/collections/large-canvas-prints
355,art piece,1000,18,5,$1.14,99,79,https://abstracthouse.com/
356,wall of artwork,1000,49,2,$0.93,100,60,https://abstracthouse.com/collections/gallery-wall-art
357,picture frame setting,1000,21,5,$0.58,100,36,https://abstracthouse.com/blogs/how-to-guides/how-to-put-pictures-and-art-in-a-picture-frame
358,large canvas artwork,1000,3,162,$0.98,100,43,https://abstracthouse.com/collections/large-canvas-prints
359,wall art canvas paintings,1000,11,15,$0.73,100,42,https://abstracthouse.com/collections/canvas-prints
360,oil painting buy,1000,44,2,$0.96,100,49,https://abstracthouse.com/collections/original-art
361,extra large wall paintings,1000,3,97,$0.63,100,20,https://abstracthouse.com/collections/extra-large-wall-art
362,artwork websites,1000,50,2,$3.08,63,84,https://abstracthouse.com/
363,abstract portraits,1000,25,2,$0.29,84,29,https://abstracthouse.com/collections/original-art
364,art print and frame,1000,64,2,$1.54,100,51,https://abstracthouse.com/pages/art-prints-posters
365,canvas prints for walls,1300,17,5,$0.97,100,49,https://abstracthouse.com/collections/canvas-prints
366,colourful painting,1000,31,2,$0.35,100,26,https://abstracthouse.com/collections/abstract-art-prints
367,black framed wall art,1000,34,2,$0.57,100,27,https://abstracthouse.com/collections/abstract-art-prints/black
368,original artworks,1300,30,2,$1.11,100,55,https://abstracthouse.com/collections/original-art
369,botanical artwork,1000,21,5,$0.45,100,34,https://abstracthouse.com/collections/botanical-art-prints
370,splatter paintings,1000,16,11,$0.69,64,15,https://abstracthouse.com/products/black-and-white-paint-splatter-art-print
371,large canvas artworks,1000,9,19,$1.12,100,42,https://abstracthouse.com/collections/large-canvas-prints
372,prints to frame uk,1000,59,2,$2.09,100,53,https://abstracthouse.com/
373,canvas art wall,1000,66,2,$0.75,100,45,https://abstracthouse.com/collections/large-canvas-prints
374,premium paintings,1000,2,162,$1.42,100,46,https://abstracthouse.com/
375,large canvas print art,1000,6,46,$0.98,100,40,https://abstracthouse.com/collections/large-canvas-prints
376,framed canvas wall art,1000,7,33,$0.81,100,26,https://abstracthouse.com/collections/canvas-prints
377,abstract portrait,1000,41,2,$0.37,63,36,https://abstracthouse.com/collections/abstract-art-prints
378,buy oil paintings,1000,50,2,$0.99,100,29,https://abstracthouse.com/collections/original-art
379,printable art for frames,1000,57,2,$1.54,100,32,https://abstracthouse.com/pages/art-prints-posters
380,wall art colourful,1000,47,2,$0.56,100,21,https://abstracthouse.com/collections/bright-and-colourful-wall-art
381,art print frames,1000,57,2,$1.85,100,53,https://abstracthouse.com/
382,canvas prints paintings,1000,21,3,$0.98,100,48,https://abstracthouse.com/collections/canvas-prints
383,canvas wall art frames,1000,21,3,$1.10,100,32,https://abstracthouse.com/collections/canvas-prints
384,large printed canvas art,1000,2,162,$0.98,100,41,https://abstracthouse.com/collections/large-canvas-prints
385,a1 picture frame size,1000,13,15,$0.54,100,24,https://abstracthouse.com/blogs/how-to-guides/photo-frame-size-guide-what-size-picture-frame-do-i-need
386,organic shape,1000,30,2,$0.16,4,47,https://abstracthouse.com/products/organic-shapes-art-print
387,large canvas art,1000,1,304,$0.78,100,41,https://abstracthouse.com/collections/large-canvas-prints
388,what frame size is a4,1000,17,5,$0.31,100,34,https://abstracthouse.com/blogs/how-to-guides/photo-frame-size-guide-what-size-picture-frame-do-i-need
389,extra large wall painting,1000,4,65,$0.66,100,27,https://abstracthouse.com/collections/extra-large-wall-art
390,original paintings for sale,1000,18,4,$0.99,100,48,https://abstracthouse.com/collections/original-art
391,original art,1000,27,2,$1.45,100,42,https://abstracthouse.com/collections/original-art
392,art canvas large,1000,21,4,$0.69,100,38,https://abstracthouse.com/collections/large-canvas-prints
393,30x40cm in inches,1000,16,7,$0.39,12,21,https://abstracthouse.com/blogs/how-to-guides/photo-frame-size-guide-what-size-picture-frame-do-i-need
394,canvas frame wall art,1000,22,3,$0.81,100,34,https://abstracthouse.com/collections/large-canvas-prints
395,oil painting on sale,1300,56,2,$1.04,100,36,https://abstracthouse.com/collections/original-art
396,oil painting sale,1000,33,2,$0.96,100,37,https://abstracthouse.com/collections/original-art
397,art prints and canvas,1000,80,2,$1.37,100,44,https://abstracthouse.com/collections/large-canvas-prints
398,wall art with black frame,1000,23,2,$0.53,100,38,https://abstracthouse.com/collections/abstract-art-prints/black
399,grey wall art,880,15,6,$0.40,100,34,https://abstracthouse.com/collections/grey-wall-art
400,grey and white painting,880,17,5,$0.26,100,35,https://abstracthouse.com/collections/grey-wall-art
401,artwork walls,880,45,1,$0.69,100,80,https://abstracthouse.com/
402,modern painting prints,880,18,4,$0.79,100,69,https://abstracthouse.com/collections/art-prints
403,wall pictures and art,880,76,1,$0.56,100,69,https://abstracthouse.com/collections/abstract-art-prints
